100,83,14,3;105,89,6,0;85,99,14,2;94,75,19,12;91,92,12,5;100,90,10,0;103,87,8,2;91,90,19,0;91,82,16,11;92,99,2,7;0
68,91,32,9;53,57,47,43;60,82,40,18;75,62,25,38;73,51,27,49;75,51,25,49;99,63,1,37;86,59,14,41;46,52,54,48;65,64,35,36;0
3,1,97,99;8,16,92,84;17,24,83,76;54,32,46,68;15,39,85,61;19,35,81,65;17,27,83,73;9,47,91,53;17,34,83,66;12,12,88,88;0
92,55,8,45;98,51,2,49;93,57,7,43;95,44,5,56;98,58,2,42;77,55,23,45;89,53,11,47;76,46,24,54;75,59,25,41;82,51,18,49;0
