92,91,7,10;94,86,12,8;95,95,5,5;87,89,22,2;107,74,9,10;92,97,2,9;97,77,14,12;94,87,13,6;98,93,9,0;95,91,3,11;0
48,55,52,45;67,63,33,37;62,73,38,27;54,63,46,37;86,51,14,49;82,57,18,43;56,62,44,38;68,74,32,26;66,86,34,14;40,44,60,56;0
0,15,100,85;0,0,100,100;16,12,84,88;1,8,99,92;26,31,74,69;7,13,93,87;1,0,99,100;30,15,70,85;3,7,97,93;18,17,82,83;0
87,47,13,53;93,46,7,54;94,45,6,55;88,45,12,55;92,59,8,41;81,61,19,39;98,50,2,50;92,54,8,46;98,64,2,36;86,47,14,53;0
