93,67,26,14;82,73,22,23;83,73,24,20;81,60,26,33;98,92,7,3;76,75,28,21;78,75,25,22;94,91,14,1;90,97,9,4;83,70,27,20;0
62,60,38,40;62,54,38,46;84,57,16,43;57,59,43,41;71,77,29,23;62,47,38,53;53,58,47,42;63,83,37,17;64,78,36,22;66,53,34,47;0
0,0,100,100;0,0,100,100;1,12,99,88;0,0,100,100;0,0,100,100;0,23,100,77;0,0,100,100;0,1,100,99;0,3,100,97;0,4,100,96;0
99,50,1,50;100,48,0,52;93,53,7,47;98,49,2,51;94,53,6,47;98,60,2,40;100,57,0,43;88,50,12,50;91,49,9,51;90,50,10,50;0
