0.915;0.9;0.95;0.88;0.905;0.945;0.87;0.905;0.955;0.93;0
0.515;0.65;0.675;0.585;0.685;0.695;0.59;0.71;0.76;0.42;0
0.075;0.0;0.14;0.045;0.285;0.1;0.005;0.225;0.05;0.175;0
0.67;0.695;0.695;0.665;0.755;0.71;0.74;0.73;0.81;0.665;0
