0.89;0.815;0.895;0.895;0.86;0.86;0.98;0.805;0.79;0.875;0
0.74;0.71;0.57;0.51;0.55;0.675;0.65;0.715;0.585;0.63;0.715;0
0.05;0.025;0.065;0.03;0.015;0.035;0.095;0.0;0.015;0.11;0
