85,85,11,19;86,77,21,16;100,76,18,6;87,82,8,23;85,86,14,15;89,98,10,3;97,93,10,0;82,70,28,20;87,72,17,24;101,78,19,2;0
70,81,30,19;58,58,42,42;54,54,46,46;64,63,36,37;65,70,35,30;66,70,34,30;69,72,31,28;57,75,43,25;71,72,29,28;77,74,23,26;0
7,0,93,100;4,5,96,95;0,9,100,91;1,0,99,100;12,2,88,98;0,5,100,95;5,8,95,92;0,0,100,100;2,0,98,100;6,19,94,81;0
98,46,2,54;94,47,6,53;96,50,4,50;79,60,21,40;97,49,3,51;79,59,21,41;89,48,11,52;96,55,4,45;97,49,3,51;73,69,27,31;0
