97,90,7,6;91,63,20,26;74,73,29,24;90,77,25,8;83,80,24,13;77,84,23,16;79,77,31,13;88,103,3,6;85,94,12,9;80,72,25,23;0
67,64,33,36;62,61,38,39;73,62,27,38;57,78,43,22;64,71,36,29;58,69,42,31;52,70,48,30;60,69,40,31;61,67,39,33;64,67,36,33;0
1,13,99,87;0,0,100,100;0,11,100,89;0,1,100,99;6,0,94,100;0,0,100,100;0,0,100,100;9,3,91,97;0,0,100,100;0,0,100,100;0
98,60,2,40;100,47,0,53;88,52,12,48;93,42,7,58;92,49,8,51;94,50,6,50;85,54,15,46;95,51,5,49;79,52,21,48;97,44,3,56;0
