0.85;0.815;0.88;0.845;0.855;0.935;0.95;0.76;0.795;0.895;0
0.755;0.58;0.54;0.635;0.675;0.68;0.705;0.66;0.715;0.755;0
0.035;0.045;0.045;0.005;0.07;0.025;0.065;0.0;0.01;0.125;0
0.72;0.705;0.73;0.695;0.73;0.69;0.685;0.755;0.73;0.71;0
