0.935;0.77;0.735;0.835;0.815;0.805;0.78;0.955;0.895;0.76;0
0.655;0.615;0.675;0.675;0.675;0.635;0.61;0.645;0.64;0.655;0
0.07;0.0;0.055;0.005;0.03;0.0;0.0;0.06;0.0;0.0;0
0.79;0.735;0.7;0.675;0.705;0.72;0.695;0.73;0.655;0.705;0
